name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,public,registered_zip_state_validation,physical_zip_state_validation
"""DOMI"",""LLC""",LLC,FL,21241 SAN SIMEON WY,NORTH MIAMI BEACH,33179,FL,21241 SAN SIMEON WY MILA APARTMENTS,NORTH MIAMI BEACH,33179,L18000143303,N,valid,valid
"""DON COTTER CONSULTING INC.""",CORPORATION,GA,2568 LAUREL RDG DR,DECATUR,30033,GA,2568 LAUREL RDG DR,DECATUR,30033,0122795,N,valid,valid
"""DON'T DELAY"" HOUSING SOLUTIONS LLC",CORPORATION,OH,,,,,,DIAMOND,,1696130,N,missing,missing
"""DON'T MOVE IMPROVE"" COMMUNITY DEVELOPMENT CORP",NONPROFIT,NY,912 SOUNDVIEW AVE RM 5,BRONX,10473,,,,,2771045,N,valid,missing
"""DON'T TALK IT-LIVE IT ENTERTAINMENT"" LLC",CORPORATION,OH,,,,,,TIFFIN,,1549096,N,missing,missing
"""DONE RIGHT HANDYMAN SERVICES INC.""",CORPORATION,,,,,,,CUYAHOGA FALLS,,1350673,N,missing,missing
"""DONE RIGHT"" ELECTRIC, LLC",CORPORATION,OH,,,,,,CLEVELAND HEIGHTS,,1469820,N,missing,missing
"""DONLEY FAMILY LP II, LLLP""",PARTNERSHIP,FL,2235 CRUMP RD,WINTER HAVEN,33881,FL,2235 CRUMP RD,WINTER HAVEN,33881,A12000000942,N,valid,valid
"""DOTES, LLC""",LLC,WA,16108 ASH WY STE 107,LYNNWOOD,98087,WA,16108 ASH WY STE 107,LYNNWOOD,98087,602082882,N,valid,valid
"""DOUBLE A"" INC.",NONPROFIT,GA,2003 GIN BR RD,ELBERTON,30635,GA,2003 GIN BR RD,ELBERTON,30635,0A02231,N,valid,valid
"""DOUBLE G BEAUTY LLC""",LLC,WV,205 GRN ST,BECKLEY,25801,WV,205 GRN ST,BECKLEY,25801,471150,N,valid,valid
"""DOUBLE X RANCH LP""",PARTNERSHIP,CO,7700 E ARAPAHOE RD STE 220,CENTENNIAL,80112,,,,,20021243196,N,valid,missing
"""DOWN UNDER"" STUMP REMOVAL, LLC",LLC,NY,113 RATHBURN RD,FULTON,13069,,,,,3927741,N,valid,missing
"""DOWNTOWN"" EDDIE BROWN SCHOLARSHIP FUND INC",NONPROFIT,NY,15 AUTUMN CIR,YONKERS,10703,,,,,4735792,N,valid,missing
"""DOYNA, LTD.""",CORPORATION,NY,"278A NEW DORP LANE, STE 1",STATEN ISLAND,10306,,,,,2341702,N,valid,missing
"""DR. SCOTT'S"" PINBALL STORE, INC.",CORPORATION,OH,,,,OH,,MAUMEE,,1492751,N,missing,missing
"""DREAM BIG!"" MEDIA & PRODUCTION COMPANY",NONPROFIT,OH,,,,OH,,CLEVELAND HEIGHTS,,4686183,N,missing,missing
"""DREAM WITH ME"" REALTY, LLC",LLC,CO,257 PARK AVE PO BOX 63,EMPIRE,80438,CO,257 PARK AVE PO BOX 63,EMPIRE,80438,20181214431,N,valid,valid
"""DRM INVESTOR GROUP LTD""",CORPORATION,OH,,,,,,HILLIARD,,968330,N,missing,missing
"""DROP THE L"" INC",CORPORATION,NY,1389 LUDDINGTON RD,EAST MEADOW,11554,,,,,3887335,N,valid,missing
"""DROP THE SHOE"" ANTLER CHEWS, LLC",CORPORATION,OH,,,,,,UNIONTOWN,,2212290,N,missing,missing
"""DUKES"" (OF) PORTLAND ORE.",NONPROFIT,OR,,,,OR,2707 SE 129,PORTLAND,97236,9745399,N,missing,valid
"""DURRDY-RICE"" PERSONAL CHEF SERVICE LLC",LLC,PA,,,,,19 N BROAD ST,LANCASTER,,4320585,,missing,missing
"""DUSTLESS"" WOOD FLOOR FINISHERS, INC.",CORPORATION,NY,12 CAMBRIC CIR,PITTSFORD,14534,,,,,3119651,N,valid,missing
"""DYNAMIC BUILDERS, CORP.",CORPORATION,FL,14922 NW 89TH CT,MIAMI LAKES,33018,FL,14922 NW 89 CT,MIAMI LAKES,33018,P99000001802,N,valid,valid
"""DYNAMIC DESIGN FORMULA, INCORPORATION""",CORPORATION,OH,,,,OH,,CLEVELAND,,978162,N,missing,missing
"""DYNAMICCHANGES LLC""",LLC,OR,,,,OR,864 PROMONTORY PL SE,SALEM,97302,160994092,N,missing,valid
"""E"" ELECTRIC & TELECOM, INC.",CORPORATION,VA,,,,VA,345 MCDONALD RD,WINCHESTER,22602,06626667,N,missing,valid
"""E"" EXPRESS INC.",CORPORATION,OH,,,,OH,,MASSILLON,,1785799,N,missing,missing
"""E"" STREET PUB LLC",LLC,IN,808 LIBERTY AVE,RICHMOND,47374,IN,808 LIBERTY AVE,RICHMOND,47374,2009051900552,N,valid,valid
"""E"" THE SOLUTION ASSOCIATES, LLC",LLC,NY,80 STATE ST,ALBANY,12207,,,,,3354569,N,valid,missing
"""E&R SUPPLIES LOGISTICS"", ""LLC""",LLC,FL,19370 SW 29TH CT,MIRAMAR,33029,FL,19370 SW 29TH CT,MIRAMAR,33029,L21000269951,N,valid,valid
"""E-NEW"" ENTERPRISES LLC",LLC,FL,3004 QUANTUM LK DR,BOYNTON BEACH,33426,FL,3004 QUANTUM LK DR,BOYNTON BEACH,33426,L01000002389,N,valid,valid
"""EAGLE"" U.S. NEUROLOGY, P.C.",CORPORATION,NY,40-12 80TH ST,ELMHURST,11373,,,,,2197513,N,valid,missing
"""EARLY IMPRESSIONS"" LEARNING CENTER",CORPORATION,PA,810 WEST KELLER ST,MECHANICSBURG,,,810 WEST KELLER ST,MECHANICSBURG,,6542656,,missing,missing
"""EARLY SCHOLARS LEARNING ACADEMY"" ""LLC""",LLC,FL,16221 FANTASIA DR,TAMPA,33624,FL,16221 FANTASIA DR,TAMPA,33624,L12000085151,N,valid,valid
"""EASY DOES IT"" CLUB, INC.",NONPROFIT,FL,266 N YONGE ST,ORMOND BEACH,32174,FL,266 N YONGE ST STE A,ORMOND BEACH,32174,N19656,N,valid,valid
"""EASY LIFESTYLE REAL ESTATE INC.""",CORPORATION,NY,741 HEWITT LN,NEW WINDSOR,12553,NY,741 HEWITT LN,NEW WINDSOR,12553,937414,N,valid,valid
"""EDEN- A VEGAN CAFE""",CORPORATION,PA,133 WINDSOR WY,ROARING BROOK TOWNSHIP,,,344 ADAMS AVE,SCRANTON,,3833477,,missing,missing
"""EDISON HIGH SCHOOL""",NONPROFIT,OR,,,,OR,9020 SW BEAVERTON HILLSDALE HWY,PORTLAND,97225,10323814,N,missing,valid
"""EDMONDS FAMILY CARE"" PLLC",LLC,WA,12421 105TH PL NE,KIRKLAND,98034,WA,6101 200TH ST SW 208,LYNNWOOD,98036,602496426,N,valid,valid
"""EE"" EXTERIORS LLC",CORPORATION,OH,,,,,,MASSILLON,,4436925,N,missing,missing
"""EEW NOTARY SERVICES"" ""LLC""",LLC,FL,990 PNE WALK CT NE,PALM BAY,32905,FL,990 PNE WALK CT NE,PALM BAY,32905,L21000033142,N,valid,valid
"""EFFECTS"" A SALON, INC.",CORPORATION,CO,14646 MSN WALK LOOP,PARKER,,CO,250 STEELE ST,DENVER,80206,19951100709,N,missing,valid
"""EIGHTH DAY PROPERTIES, LLC """,LLC,GA,435 ELWOOD NICHOLS RD,JESUP,31545,GA,435 ELWOOD NICHOLS RD,JESUP,31545,16053791,N,valid,valid
"""EL ALBA"" TAQUERIA Y PUPUSERIA, INC.",CORPORATION,FL,18436 HAWTHORNE RD,FORT MYERS,33967,FL,18436 HAWTHORNE RD,FORT MYERS,33967,P21000023796,N,valid,valid
"""EL CARBONERO"" RESTAURANT INC.",CORPORATION,NY,1402 CLAY AVE,BRONX,10456,,,,,2773724,N,valid,missing
"""EL FRENTE SOCIAL CLUB"" INC.",NONPROFIT,NY,1400 OGDEN AVE,BRONX,10452,,,,,1199417,N,valid,missing
"""EL RENUEVO"" AQUAPONICS FOUNDATION, INC",NONPROFIT,NY,2480 FIRST ST,EAST MEADOW,11544,,,,,3858250,N,valid,missing
"""EL SAN JUAN"" CITY ISLAND ON 5TH AVE LLC",LLC,NY,9-20 166TH ST STE 6B,WHITESTONE,11357,,,,,5099948,N,valid,missing
"""EL-CHEAPO""SONS & DAUGHTERS, INC.",CORPORATION,PA,5421 CHESTER AVE,PHILADELPHIA,19143,,5421 CHESTER AVE,PHILADELPHIA,19143,3334086,,valid,missing
"""ELDORADO ASSOCIATES""",CORPORATION,PA,,,,,736 PNE TREE RD,HUMMELSTOWN,,888151,,missing,missing
"""ELITE"" WELDING, INC.",CORPORATION,NY,211 SOUND BCH BLVD,SOUND BEACH,11789,,,,,5346240,N,valid,missing
"""EMERALD COAST VACATION RENTAL SERVICES"", LLC",LLC,FL,2508 CAMRYN'S XING,PANAMA CITY,32405,FL,2508 CAMRYN'S XING,PANAMA CITY,32405,L13000002653,N,valid,valid
"""EML"" CARPENTRY ""LLC""",LLC,FL,1824 SE 4TH AVE,OCALA,34471,FL,1824 SE 4TH AVE,OCALA,34471,L12000032869,N,valid,valid
"""EMPIRE EQUITY, LLC""",CORPORATION,OH,,,,,,CANTON,,1647997,N,missing,missing
"""EMPOWERING SELF CARE AND PAMPERING EXPERIENCE"" (E.S.C.A.P.E.)",DBA,OH,,,,,,AURORA,,1719848,N,missing,missing
"""END TIME MINISTRY FOR ALL"" INC.",NONPROFIT,FL,127 NW 13TH ST,BOCA RATON,33432,FL,22578 SW 66TH AVE,BOCA RATON,33428,N20000007149,N,valid,valid
"""ENDEAVOR CHILDREN'S SERVICES""",CORPORATION,WA,6043 HANSEN SE,OLYMPIA,98513,WA,6043 HANSEN ST SE,OLYMPIA,98513,603155468,N,valid,valid
"""ENDURANCE"" LIFE CENTER INC.",NONPROFIT,AL,,,,,,,,567-811,N,missing,missing
"""ENGINEER ELECTRIC & ELECTRIC CAR CARE"", CORP",CORPORATION,FL,4661 W 8 LN,HIALEAH,33012,FL,4661 W 8 LN,HIALEAH,33012,P12000063065,N,valid,valid
"""ENLIGHTENED SELF INTEREST"" A GLAUCOMA EDUCATIONAL CO.",CORPORATION,CT,,,,,,,,900630,N,missing,missing
"""ENTERPRISE HOME REMODELING""",CORPORATION,PA,9906 SANDY RD,PHILADELPHIA,,PA,9812 HARDY RD,PHILADELPHIA,,884248,,missing,missing
"""EPZ"" INC.",CORPORATION,NY,675 WALT WHITMAN RD,MELVILLE,11747,,,,,2795019,N,valid,missing
"""ERA CORP""",CORPORATION,OH,,,,OH,,LORAIN,,288987,N,missing,missing
"""ERUDITE SINGLES"" EXCHANGE",CORPORATION,PA,,,,PA,158 RENNARD ST,PHILADELPHIA,,2718659,,missing,missing
"""ES LA HORA"" MINISTRIES, INC.",NONPROFIT,FL,943 HILLTOP PARK CT,APOPKA,32703,FL,201 SOUTH PARK AVENU,APOPKA,32703,N19000007228,N,valid,valid
"""ESCAPE"", M.S.D.J.C.,INC",NONPROFIT,FL,7034 WESTCOTT DR,PORT RICHEY,34668,FL,11015 HASSLE AVE,PORT RICHEY,34668,N20000010958,N,valid,valid
"""ESSENTIAL LASER BOUTIQUE"" INC",CORPORATION,NY,1661 SHEEPSHEAD BAY RD,BROOKLYN,11235,NY,1661 SHEEPSHEAD BAY RD,BROOKLYN,11235,4774835,N,valid,valid
"""ESTATE OF LOUIS D. PILLOW HOLDING GROUP"" LLC",CORPORATION,OH,,,,,,ZANESVILLE,,1932109,N,missing,missing
"""ETB"" ENDTIMEBLESSING LLC",LLC,PA,,,,,611 SPG VLY RD,QUARRYVILLE,,3971692,,missing,missing
"""EVENT-1"" INVESTMENTS,LLC",LLC,GA,5739 ATTADALE BND SW,POWDER SPRINGS,30127,GA,5739 ATTADALE BND SW,POWDER SPRINGS,30127,17079631,N,valid,valid
"""EVENTS BY CINDY"", LLC",LLC,FL,740 WHITE PNE AVE,ROCKLEDGE,32955,FL,740 WHITE PNE AVE,ROCKLEDGE,32955,L16000120618,N,valid,valid
"""EVERGREEN SETTLEMENTS""",CORPORATION,PA,,,,,,,,2099892,,missing,missing
"""EVERYTHING SHINES, CLEANING SERVICE'S,"" ""LLC.""",LLC,FL,1036 ASHTON CV TER,JACKSONVILLE,32218,FL,1036 ASHTON CV TER,JACKSONVILLE,32218,L12000080097,N,valid,valid
"""EVERYTHINGDENIM"", LLC",CORPORATION,OH,,,,,,DELAWARE,,4542260,N,missing,missing
"""EXCELLENT COMPUTING DISTRIBUTORS, INC.""",CORPORATION,FL,7620 NW 25 ST,MIAMI,33122,FL,7620 NW 25 ST,MIAMI,33122,P96000014731,N,valid,valid
"""EXPRESS CLEANERS""",CORPORATION,PA,,,,PA,4100 LIBRARY RD STE 202,PITTSBURGH,,896786,,missing,missing
"""EXPRESS YOURSELF"" OUTREACH, INC.",NONPROFIT,NY,193 SOUTH BROADWAY,YONKERS,10701,,,,,2361384,N,valid,missing
"""F & B SEAFOOD LLC""",LLC,FL,917 SWEETBRIAR RD,ORLANDO,32806,FL,917 SWEETBRIAR RD,ORLANDO,32806,L16000191572,N,valid,valid
"""F"" FOOD CORP.",CORPORATION,NY,134 WEST HLS RD,OFFICER,11787,NY,134 WEST HLS RD,HUNTINGTON STATION,11746,1219592,N,valid,valid
"""F"" PLANET GROUP, INC.",NONPROFIT,NY,721 WHITE PLNS RD STE 1G,BRONX,10473,,,,,4303038,N,valid,missing
"""F. S."" FOOD CORP.",CORPORATION,NY,134 WEST HLS RD,OFFICER,11787,NY,134 WEST HLS RD,HUNTINGTON STATION,11746,1219590,N,valid,valid
"""F.J.S. ENTERPRISES""",CORPORATION,PA,,,,PA,"RD #2, BOX 272A",TARRS,,910889,,missing,missing
"""F.U.T.U.R.E."" VIEWS, INC.",NONPROFIT,NY,115 TIOGA ST,STATEN ISLAND,10301,,,,,1669417,N,valid,missing
"""FAITH"" MISSIONARY BAPTIST CHURCH",NONPROFIT,AL,,MONTGOMERY,,,,,,076-685,N,missing,missing
"""FAITH, LOVE AND TRUTH MINISTRIES""",NONPROFIT,OH,,,,OH,,COLUMBUS,,1452067,N,missing,missing
"""FAMILY F1RST LLC""",CORPORATION,OH,,,,,,AVON LAKE,,4337595,N,missing,missing
"""FAMOUS MOBILE CAR WASH,PRESSURE CLEANING & LAWN SERVICES"",LLC",LLC,FL,8255 NW 22ND AVE,MIAMI,33147,FL,8255 NW 22ND AVE,MIAMI,33147,L16000121204,N,valid,valid
"""FANCY POCKETS OF FAITH""",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""FANGS OUT"" AVIATION LLC",LLC,MT,,,59901,MT,38 E WASHINGTON STE C,KALISPELL,59901,C1141286,N,valid,valid
"""FEARFULLY AND WONDEFULLY MADE"", LLC",LLC,VA,,,,VA,7526 CARSONVILLE RD,FRIES,24330,S4426005,N,missing,valid
"""FEEDING OUR OWN""",DBA,OH,,,,,,LEWIS CENTER,,4404665,N,missing,missing
"""FIGHT LIKE A GIRL"" SELF DEFENSE PARTIES",CORPORATION,PA,108 CENTRE LINE AVE,WILLIAMSPORT,,,108 CENTRE LINE AVE,WILLIAMSPORT,,4348560,,missing,missing
"""FINISH LINE YOUTH FOUNDATION""",NONPROFIT,IN,3308 N MITTHOEFFER RD,INDIANAPOLIS,46235,IN,3308 N MITTHOEFFER RD,INDIANAPOLIS,46235,1998101268,N,valid,valid
"""FIRCO"" FAULKNER INVESTMENT REALESTATE COMPANY LLC",CORPORATION,OH,,,,,,CINCINNATI,,1475328,N,missing,missing
"""FIRST CHURCH OF THE OPEN BIBLE""",NONPROFIT,OH,,,,OH,,MANSFIELD,,188494,N,missing,missing
"""FIRST PRESBYTERIAN CHURCH OF COLUMBUS INDIANA""",NONPROFIT,IN,512 SEVENTH ST,COLUMBUS,47201,IN,512 7TH ST,COLUMBUS,47201,194016A124,N,valid,valid
"""FISH ON"" INN - KETCHIKAN, LLC",LLC,AK,10 POWERHOUSE RD S,KETCHIKAN,99901,AK,8219 S TONGASS HWY,KETCHIKAN,99901,94615,N,valid,valid
"""FIT FOR A KING, LLC.""",LLC,GA,"2700 BRASELTON HWY, STE 10-255",DACULA,30019,GA,24 HORSE RANGE PL,CLEVELAND,30159,0539542,N,valid,valid
"""FIVE FORTY-FOUR"" COMPANIES, LLC",LLC,CO,"11035 WEST 64TH AVE UNIT ""E""",ARVADA,80004,CO,1916 DENVER WEST CT 2312,GOLDEN,80401,20161472430,N,valid,valid
"""FLIP'N ASH"" LLC",LLC,GA,612 SEILER AVEE,SAVANNAH,31401,GA,612 SEILER AVE,SAVANNAH,31401,21167077,N,valid,valid
"""FLIPPIN IT"" REAL ESTATE INVESTING LLC",CORPORATION,OH,,,,,,WEST CHESTER,,4303429,N,missing,missing
"""FLORENCE FULLER CHILD DEVELOPMENT CENTERS, INC.""",NONPROFIT,FL,115 NORTH CALHOUN ST STE 4,TALLAHASSEE,32301,FL,200 NE 14TH ST,BOCA RATON,33432,720397,N,valid,valid
"""FLORIDA LIVING"" TREE SERVICE, INC.",CORPORATION,FL,5000 NW 27TH CT STE D,GAINESVILLE,32606,FL,5000 NW 27TH CT STE D,GAINESVILLE,32606,P93000036528,N,valid,valid
"""FLORIDA MAN"" CARPENTRY LLC",LLC,FL,4524 86TH ST CT W,BRADENTON,34210,FL,4524 86TH ST CT W,BRADENTON,34210,L20000201083,N,valid,valid
"""FLOWER RUNNER LLC""",LLC,FL,2688 SW 137 AVE,MIAMI,33175,FL,600 NE 36 TH ST 1805,MIAMI,33137,L11000027244,N,valid,valid
"""FLUSHED"" LLC",LLC,GA,185 CARRIAGE CHASE,FAYETTEVILLE,30214,GA,185 CARRIAGE CHASE,FAYETTEVILLE,30214,21133362,N,valid,valid
"""FOOD FUN IN JACKSONVILLE, FLORIDA."" ""LLC.""",LLC,FL,1320 N BROAD ST,JACKSONVILLE,32202,FL,"1320 N BROAD STREET, 1103",JACKSONVILLE,32202,L20000046038,N,valid,valid
"""FOR A BETTER WORLD PRODUCTIONS."" INC.",CORPORATION,NY,444 EAST 82ND ST #35F,NEW YORK,10028,NY,444 EAST 82ND ST #35F,NEW YORK,10028,1948453,N,valid,valid
"""FOR GOD'S GLORY"" COMMUNITY DANCE MINISTRY, INC.",NONPROFIT,FL,200 78TH AVE NORTH,SAINT PETERSBURG,33702,FL,200 78TH AVE NORTH BLDG #9,SAINT PETERSBURG,33702,N13000009799,N,valid,valid
"""FOR KEEPS""",DBA,OH,,,,,,CLEVELAND,,RN233261,N,missing,missing
"""FOR YOU"" EVENT CONSULTING & CATERING SERVICES, LLC",CORPORATION,OH,,,,,,WILMINGTON,,1693034,N,missing,missing
"""FOR YOU"", INC.",CORPORATION,NY,NO 315 MAIN ST,HUDSON FALLS,12839,,,,,1152669,N,valid,missing
"""FORE"" SEASONS LLC",CORPORATION,OH,,,,,,BEAVERCREEK,,1326257,N,missing,missing
"""FORESEEABLY FIT, LLC""",DBA,OH,,,,,,COLUMBUS,,4078354,N,missing,missing
"""FOREVER YOUNG 24 HOUR CHILDCARE SERVICE""",CORPORATION,PA,1104 KIRKPATRICK AVE APT 1,NORTH BRADDOCK,,,1104 KIRKPATRICK AVE APT 1,NORTH BRADDOCK,,4322927,,missing,missing
"""FOREVER YOUNG"" ""FOREVER YOUNG, LLC""",LLC,CT,,,,CT,293 ROSES ML RD,MILFORD,06460,1125950,N,missing,valid
"""FOUNTAINS BY THE ROCK, LLC""",LLC,MO,6175 NW WHITE OAK DR,PARKVILLE,64152,,,,,LC0709520,,valid,missing
"""FOUR CORNERS WILDLIFE CLUB""",NONPROFIT,ND,,,,,,,,0000021063,,missing,missing
"""FOUR"" MB, LLC",LLC,NY,1403 MILLBURN DR,CONKLIN,13748,,,,,4156519,N,valid,missing
"""FOYERS MAURICE SIXTO"", INC.",NONPROFIT,NY,1662 TROY AVE,BROOKLYN,11234,,,,,2138026,N,valid,missing
"""FRAN-LAB"" LLC",LLC,NY,916 GRANT AVE,PELHAM MANOR,10803,,,,,3729897,N,valid,missing
"""FRATII MINOVICI"" CULTURAL FOUNDATION INC.",NONPROFIT,NY,45 BROADWAY STE 2230,NEW YORK,10006,,,,,3684079,N,valid,missing
"""FREDONIA LAND AND CATTLE CO., LLC.""",LLC,CO,2020 FT LYON CANAL RD,LA JUNTA,81050,CO,2020 FT LYON CANAL RD,LA JUNTA,81050,20041087685,N,valid,valid
"""FREE-MAN"" ENTERPRISES LLC.",LLC,FL,5090 SAINT AMBROSE CHURCH RD,ELKTON,32033,FL,5090 SAINT AMBROSE CHRUCH RD,ELKTON,32033,L13000147912,N,valid,valid
"""FREMONT ESTATES, LTD.""",CORPORATION,OH,,,,,,AKRON,,1201187,N,missing,missing
"""FRENCH CAFE"" - OUTDOOR WEDDINGS, LLC",LLC,FL,1181 SHERBROOK DR,DELTONA LAKE,32725,FL,1181 SHERBROOK DR,DELTONA LAKES,32725,L20000114507,N,valid,valid
"""FRESH COAT"" PAINTING AND HOME DECOR LLC",LLC,FL,"1942 HARDEE, ST",JACKSONVILLE,32209,FL,"1942 HARDEE, ST N/A",JACKSONVILLE,32209,L18000009778,N,valid,valid
"""FRESH START"" CGB (CAN'T GO BACK) INC.",NONPROFIT,FL,11885 BLUE STAR HWY,MOUNT PLEASANT,32352,FL,11885 BLUE STAR HWY,MOUNT PLEASANT,32352,N11000006767,N,valid,valid
"""FRIDA FOR PETS LLC""",LLC,FL,7025 NW 104 CT,MEDLEY,33178,FL,7025 NW 104 CT,MEDLEY,33178,L20000065516,N,valid,valid
"""FRIENDS OF THE ACADEMY OF ENVIRONMENTAL SCIENCE AND TECHNOLOGY, INC.",NONPROFIT,FL,3200 SMT BLVD #21686,WEST PALM BEACH,33416,FL,3200 SMT BLVD #21686,WEST PALM BEACH,33416,N97000004964,N,valid,valid
